,gisjoin,year,state,blkgrpa,geoid,white_g3,black_g3,native_g3,asian_g3,hawaiianpacific_g3,other_g3,multiracial_g3,white_nhl_g3,hispanic_latino_g3
1132,G27005300085001,2010-2014,Minnesota,1,15000US270530085001,0,0,0,0,0,0,12,0,12
1133,G27005300085002,2010-2014,Minnesota,2,15000US270530085002,0,0,0,0,0,0,0,0,0
1134,G27005300085003,2010-2014,Minnesota,3,15000US270530085003,27,0,0,0,0,0,0,6,21
1135,G27005300085004,2010-2014,Minnesota,4,15000US270530085004,0,0,0,0,0,0,0,0,0
1136,G27005300085005,2010-2014,Minnesota,5,15000US270530085005,0,0,0,0,0,0,0,0,0
1137,G27005300095001,2010-2014,Minnesota,1,15000US270530095001,0,0,0,0,0,0,0,0,0
1138,G27005300095002,2010-2014,Minnesota,2,15000US270530095002,0,0,0,0,0,0,0,0,0
1139,G27005300095003,2010-2014,Minnesota,3,15000US270530095003,5,0,0,0,0,0,0,5,0
1140,G27005300096001,2010-2014,Minnesota,1,15000US270530096001,0,10,0,0,0,0,0,0,10
1141,G27005300096002,2010-2014,Minnesota,2,15000US270530096002,6,7,12,0,0,0,0,6,0
1142,G27005300096003,2010-2014,Minnesota,3,15000US270530096003,0,0,0,0,0,0,0,0,0
1143,G27005300096004,2010-2014,Minnesota,4,15000US270530096004,0,0,0,0,0,0,0,0,0
1144,G27005300106001,2010-2014,Minnesota,1,15000US270530106001,15,15,0,0,0,0,0,15,0
1145,G27005300106002,2010-2014,Minnesota,2,15000US270530106002,5,0,0,0,0,0,0,5,0
1146,G27005300106003,2010-2014,Minnesota,3,15000US270530106003,25,0,0,0,0,0,0,25,0
1147,G27005300107001,2010-2014,Minnesota,1,15000US270530107001,11,0,0,0,0,0,0,11,0
1148,G27005300107002,2010-2014,Minnesota,2,15000US270530107002,6,0,0,0,0,0,0,6,0
1149,G27005300107003,2010-2014,Minnesota,3,15000US270530107003,0,0,0,0,0,0,0,0,0
1150,G27005300110001,2010-2014,Minnesota,1,15000US270530110001,11,0,0,0,0,0,0,11,0
1151,G27005300110002,2010-2014,Minnesota,2,15000US270530110002,10,0,0,0,0,0,0,10,0
1152,G27005300110003,2010-2014,Minnesota,3,15000US270530110003,9,0,0,0,0,0,0,9,0
1153,G27005300110004,2010-2014,Minnesota,4,15000US270530110004,31,11,0,0,0,0,0,31,0
1154,G27005300117031,2010-2014,Minnesota,1,15000US270530117031,11,0,0,0,0,0,0,11,0
1155,G27005300117032,2010-2014,Minnesota,2,15000US270530117032,21,0,0,0,0,0,0,21,0
1156,G27005300117033,2010-2014,Minnesota,3,15000US270530117033,9,0,0,0,0,0,0,9,0
1157,G27005300117034,2010-2014,Minnesota,4,15000US270530117034,0,0,0,0,0,0,0,0,0
1158,G27005300117035,2010-2014,Minnesota,5,15000US270530117035,6,0,0,0,0,0,0,6,0
1159,G27005300117041,2010-2014,Minnesota,1,15000US270530117041,6,0,0,0,0,0,0,6,0
1160,G27005300117042,2010-2014,Minnesota,2,15000US270530117042,0,12,0,0,0,0,0,0,0
1161,G27005300117043,2010-2014,Minnesota,3,15000US270530117043,39,2,0,0,0,0,0,39,0
1162,G27005300118001,2010-2014,Minnesota,1,15000US270530118001,0,0,0,0,0,0,0,0,0
1163,G27005300118002,2010-2014,Minnesota,2,15000US270530118002,0,0,0,0,0,0,0,0,0
1164,G27005300118003,2010-2014,Minnesota,3,15000US270530118003,0,0,0,0,0,0,0,0,0
1165,G27005300118004,2010-2014,Minnesota,4,15000US270530118004,0,0,0,0,0,0,0,0,0
1166,G27005300118005,2010-2014,Minnesota,5,15000US270530118005,0,0,0,0,0,0,0,0,0
1167,G27005300119981,2010-2014,Minnesota,1,15000US270530119981,0,0,0,0,0,0,0,0,0
1168,G27005300119982,2010-2014,Minnesota,2,15000US270530119982,9,0,0,0,0,0,0,9,0
1169,G27005300119983,2010-2014,Minnesota,3,15000US270530119983,23,8,0,0,0,0,0,23,0
1170,G27005300119984,2010-2014,Minnesota,4,15000US270530119984,0,0,0,0,0,0,0,0,0
1171,G27005300119985,2010-2014,Minnesota,5,15000US270530119985,10,0,0,0,0,0,0,10,0
1172,G27005300120011,2010-2014,Minnesota,1,15000US270530120011,0,0,0,0,0,0,0,0,0
1173,G27005300120012,2010-2014,Minnesota,2,15000US270530120012,0,0,0,0,0,0,0,0,0
1174,G27005300120013,2010-2014,Minnesota,3,15000US270530120013,0,0,0,0,0,0,0,0,0
1175,G27005300120014,2010-2014,Minnesota,4,15000US270530120014,18,0,0,22,0,0,0,18,0
1176,G27005300120015,2010-2014,Minnesota,5,15000US270530120015,10,0,0,0,0,0,0,10,0
1177,G27005300120016,2010-2014,Minnesota,6,15000US270530120016,66,0,0,0,0,0,0,66,0
1178,G27005300120017,2010-2014,Minnesota,7,15000US270530120017,0,0,0,0,0,0,0,0,0
1179,G27005300120031,2010-2014,Minnesota,1,15000US270530120031,0,0,0,0,0,0,23,0,23
1180,G27005300120032,2010-2014,Minnesota,2,15000US270530120032,0,22,0,0,0,0,0,0,0
1181,G27005300120033,2010-2014,Minnesota,3,15000US270530120033,0,0,0,0,0,0,0,0,0
1182,G27005300120034,2010-2014,Minnesota,4,15000US270530120034,0,0,0,0,0,0,0,0,0
1183,G27005300120035,2010-2014,Minnesota,5,15000US270530120035,0,0,0,0,0,0,0,0,0
1184,G27005300120036,2010-2014,Minnesota,6,15000US270530120036,0,0,0,0,0,23,0,0,23
1185,G27005300121011,2010-2014,Minnesota,1,15000US270530121011,6,0,0,0,0,0,0,6,0
1186,G27005300121012,2010-2014,Minnesota,2,15000US270530121012,11,7,0,0,0,0,0,11,0
1187,G27005300121013,2010-2014,Minnesota,3,15000US270530121013,12,0,0,0,0,0,0,0,12
1188,G27005300121021,2010-2014,Minnesota,1,15000US270530121021,7,0,0,0,0,0,0,7,0
1189,G27005300121022,2010-2014,Minnesota,2,15000US270530121022,0,0,0,0,0,0,0,0,0
1190,G27005300121023,2010-2014,Minnesota,3,15000US270530121023,0,0,0,0,0,0,0,0,0
1191,G27005300121024,2010-2014,Minnesota,4,15000US270530121024,0,0,0,0,0,0,0,0,0
1192,G27005300201011,2010-2014,Minnesota,1,15000US270530201011,19,0,0,0,0,0,42,19,0
1193,G27005300201012,2010-2014,Minnesota,2,15000US270530201012,0,0,0,0,0,0,0,0,0
1194,G27005300201013,2010-2014,Minnesota,3,15000US270530201013,0,0,0,0,0,0,0,0,0
1195,G27005300201021,2010-2014,Minnesota,1,15000US270530201021,7,0,0,0,0,0,0,7,0
1196,G27005300201022,2010-2014,Minnesota,2,15000US270530201022,13,0,0,0,0,0,0,13,0
1197,G27005300202001,2010-2014,Minnesota,1,15000US270530202001,0,0,0,0,0,0,0,0,0
1198,G27005300202002,2010-2014,Minnesota,2,15000US270530202002,0,0,0,0,0,0,0,0,0
1199,G27005300202003,2010-2014,Minnesota,3,15000US270530202003,0,78,0,0,0,0,0,0,0
1200,G27005300202004,2010-2014,Minnesota,4,15000US270530202004,0,0,0,0,0,0,0,0,0
1201,G27005300202005,2010-2014,Minnesota,5,15000US270530202005,0,0,0,9,0,0,0,0,0
1202,G27005300202006,2010-2014,Minnesota,6,15000US270530202006,0,16,0,0,0,0,0,0,0
1203,G27005300202007,2010-2014,Minnesota,7,15000US270530202007,17,0,0,31,0,0,0,0,17
1204,G27005300203011,2010-2014,Minnesota,1,15000US270530203011,1,0,0,23,0,0,0,1,0
1205,G27005300203012,2010-2014,Minnesota,2,15000US270530203012,0,12,0,0,0,0,0,0,0
1206,G27005300203021,2010-2014,Minnesota,1,15000US270530203021,10,9,0,7,0,0,0,10,0
1207,G27005300203022,2010-2014,Minnesota,2,15000US270530203022,0,0,0,10,0,0,0,0,0
1208,G27005300203031,2010-2014,Minnesota,1,15000US270530203031,0,0,0,25,0,0,0,0,0
1209,G27005300203032,2010-2014,Minnesota,2,15000US270530203032,0,8,0,0,0,0,0,0,0
1210,G27005300203033,2010-2014,Minnesota,3,15000US270530203033,26,0,11,0,0,0,0,26,0
1211,G27005300203041,2010-2014,Minnesota,1,15000US270530203041,12,0,0,0,0,0,0,12,0
1212,G27005300203042,2010-2014,Minnesota,2,15000US270530203042,0,33,0,29,0,0,0,0,0
1213,G27005300203043,2010-2014,Minnesota,3,15000US270530203043,0,0,0,0,0,0,0,0,0
1214,G27005300204001,2010-2014,Minnesota,1,15000US270530204001,0,0,0,0,0,0,25,0,0
1215,G27005300204002,2010-2014,Minnesota,2,15000US270530204002,0,13,0,0,0,0,0,0,0
1216,G27005300204003,2010-2014,Minnesota,3,15000US270530204003,5,31,0,0,0,0,0,5,0
1217,G27005300204004,2010-2014,Minnesota,4,15000US270530204004,0,8,0,4,0,0,0,0,0
1218,G27005300205001,2010-2014,Minnesota,1,15000US270530205001,0,0,0,0,0,0,0,0,0
1219,G27005300205002,2010-2014,Minnesota,2,15000US270530205002,0,0,0,0,0,0,0,0,0
1220,G27005300205003,2010-2014,Minnesota,3,15000US270530205003,59,0,0,0,0,0,0,32,27
1221,G27005300206001,2010-2014,Minnesota,1,15000US270530206001,0,0,0,0,0,0,0,0,0
1222,G27005300206002,2010-2014,Minnesota,2,15000US270530206002,9,0,0,24,0,0,0,9,0
1223,G27005300207001,2010-2014,Minnesota,1,15000US270530207001,0,0,0,7,0,0,0,0,0
1224,G27005300207002,2010-2014,Minnesota,2,15000US270530207002,0,0,0,5,0,0,0,0,0
1225,G27005300207003,2010-2014,Minnesota,3,15000US270530207003,0,0,0,0,0,0,0,0,0
1226,G27005300207004,2010-2014,Minnesota,4,15000US270530207004,0,0,0,0,0,0,0,0,0
1227,G27005300208011,2010-2014,Minnesota,1,15000US270530208011,4,12,0,0,0,0,0,4,0
1228,G27005300208012,2010-2014,Minnesota,2,15000US270530208012,12,5,0,0,0,0,5,7,5
1229,G27005300208041,2010-2014,Minnesota,1,15000US270530208041,0,0,0,0,0,0,0,0,0
1230,G27005300208042,2010-2014,Minnesota,2,15000US270530208042,0,0,0,0,0,0,0,0,0
1231,G27005300208043,2010-2014,Minnesota,3,15000US270530208043,0,4,0,0,0,0,9,0,0
1232,G27005300209021,2010-2014,Minnesota,1,15000US270530209021,11,0,0,0,0,0,0,11,0
1233,G27005300209022,2010-2014,Minnesota,2,15000US270530209022,5,0,0,0,0,0,0,5,0
1234,G27005300209031,2010-2014,Minnesota,1,15000US270530209031,10,0,0,0,0,0,0,10,0
1235,G27005300209032,2010-2014,Minnesota,2,15000US270530209032,0,0,0,0,0,0,0,0,0
1236,G27005300209033,2010-2014,Minnesota,3,15000US270530209033,0,0,0,0,0,0,0,0,0
1237,G27005300210011,2010-2014,Minnesota,1,15000US270530210011,0,0,0,0,0,0,0,0,0
1238,G27005300210012,2010-2014,Minnesota,2,15000US270530210012,0,38,0,0,0,0,18,0,0
1239,G27005300210013,2010-2014,Minnesota,3,15000US270530210013,21,0,0,0,0,0,0,21,0
1240,G27005300210014,2010-2014,Minnesota,4,15000US270530210014,0,0,0,14,0,0,0,0,0
1241,G27005300210015,2010-2014,Minnesota,5,15000US270530210015,12,0,0,0,0,0,0,12,0
1242,G27005300210021,2010-2014,Minnesota,1,15000US270530210021,14,0,0,0,0,0,3,14,0
1243,G27005300211001,2010-2014,Minnesota,1,15000US270530211001,0,0,0,0,0,0,0,0,0
1244,G27005300211002,2010-2014,Minnesota,2,15000US270530211002,10,0,0,0,0,0,9,10,0
1245,G27005300212001,2010-2014,Minnesota,1,15000US270530212001,0,0,0,0,0,0,0,0,0
1246,G27005300212002,2010-2014,Minnesota,2,15000US270530212002,0,110,0,0,0,0,0,0,0
1247,G27005300212003,2010-2014,Minnesota,3,15000US270530212003,0,0,0,0,0,0,0,0,0
1248,G27005300212004,2010-2014,Minnesota,4,15000US270530212004,0,0,0,0,0,0,0,0,0
1249,G27005300212005,2010-2014,Minnesota,5,15000US270530212005,0,0,0,0,0,0,0,0,0
1250,G27005300213001,2010-2014,Minnesota,1,15000US270530213001,0,0,0,0,0,0,0,0,0
1251,G27005300213002,2010-2014,Minnesota,2,15000US270530213002,0,0,0,0,0,0,0,0,0
1252,G27005300213003,2010-2014,Minnesota,3,15000US270530213003,0,0,0,0,0,0,0,0,0
1253,G27005300213004,2010-2014,Minnesota,4,15000US270530213004,0,0,0,0,0,0,0,0,0
1254,G27005300214001,2010-2014,Minnesota,1,15000US270530214001,0,21,0,0,0,0,0,0,0
1255,G27005300214002,2010-2014,Minnesota,2,15000US270530214002,11,0,0,0,0,0,0,0,11
1256,G27005300214003,2010-2014,Minnesota,3,15000US270530214003,19,0,0,0,0,0,0,19,0
1257,G27005300215011,2010-2014,Minnesota,1,15000US270530215011,9,9,0,0,0,0,5,9,0
1258,G27005300215012,2010-2014,Minnesota,2,15000US270530215012,0,0,0,0,0,0,0,0,0
1259,G27005300215013,2010-2014,Minnesota,3,15000US270530215013,0,0,0,0,0,0,0,0,0
1260,G27005300215021,2010-2014,Minnesota,1,15000US270530215021,0,11,0,0,0,0,0,0,0
1261,G27005300215022,2010-2014,Minnesota,2,15000US270530215022,0,0,0,0,0,0,0,0,0
1262,G27005300215023,2010-2014,Minnesota,3,15000US270530215023,0,0,0,0,0,0,11,0,11
1263,G27005300215031,2010-2014,Minnesota,1,15000US270530215031,0,0,0,0,0,0,0,0,0
1264,G27005300215032,2010-2014,Minnesota,2,15000US270530215032,0,0,0,0,0,0,0,0,0
1265,G27005300215033,2010-2014,Minnesota,3,15000US270530215033,0,0,0,0,0,0,0,0,0
1266,G27005300215034,2010-2014,Minnesota,4,15000US270530215034,37,0,0,0,0,0,0,0,37
1267,G27005300215041,2010-2014,Minnesota,1,15000US270530215041,7,0,0,0,0,0,0,7,0
1268,G27005300215042,2010-2014,Minnesota,2,15000US270530215042,0,24,0,0,0,0,0,0,0
1269,G27005300215043,2010-2014,Minnesota,3,15000US270530215043,0,0,0,0,0,0,0,0,0
1270,G27005300215044,2010-2014,Minnesota,4,15000US270530215044,0,8,0,0,0,0,0,0,0
1271,G27005300215051,2010-2014,Minnesota,1,15000US270530215051,5,31,0,0,0,0,0,5,0
1272,G27005300215052,2010-2014,Minnesota,2,15000US270530215052,19,0,0,0,0,0,0,19,0
1273,G27005300215053,2010-2014,Minnesota,3,15000US270530215053,22,0,0,0,0,0,0,22,0
1274,G27005300215054,2010-2014,Minnesota,4,15000US270530215054,0,0,0,0,0,0,0,0,0
1275,G27005300216011,2010-2014,Minnesota,1,15000US270530216011,12,0,0,0,0,0,0,12,0
1276,G27005300216012,2010-2014,Minnesota,2,15000US270530216012,0,0,0,0,0,0,0,0,0
1277,G27005300216013,2010-2014,Minnesota,3,15000US270530216013,12,0,0,0,0,0,0,12,0
1278,G27005300216021,2010-2014,Minnesota,1,15000US270530216021,0,0,0,0,0,0,0,0,0
1279,G27005300216022,2010-2014,Minnesota,2,15000US270530216022,22,0,0,0,0,0,0,22,0
1280,G27005300216023,2010-2014,Minnesota,3,15000US270530216023,29,0,0,0,0,0,0,29,0
1281,G27005300216024,2010-2014,Minnesota,4,15000US270530216024,23,0,0,0,0,0,0,23,0
1282,G27005300216025,2010-2014,Minnesota,5,15000US270530216025,0,0,0,0,0,0,0,0,0
1283,G27005300216026,2010-2014,Minnesota,6,15000US270530216026,14,0,0,0,0,0,0,14,0
1284,G27005300217001,2010-2014,Minnesota,1,15000US270530217001,0,0,0,0,0,13,16,0,13
1285,G27005300217002,2010-2014,Minnesota,2,15000US270530217002,0,0,0,0,0,0,0,0,0
1286,G27005300217003,2010-2014,Minnesota,3,15000US270530217003,12,0,0,0,0,0,0,12,0
1287,G27005300217004,2010-2014,Minnesota,4,15000US270530217004,0,0,0,12,0,0,0,0,0
1288,G27005300217005,2010-2014,Minnesota,5,15000US270530217005,13,0,0,0,0,0,0,13,0
1289,G27005300218001,2010-2014,Minnesota,1,15000US270530218001,0,0,0,0,0,0,13,0,0
1290,G27005300218002,2010-2014,Minnesota,2,15000US270530218002,0,0,0,0,0,0,13,0,0
1291,G27005300219001,2010-2014,Minnesota,1,15000US270530219001,0,0,0,0,0,0,0,0,0
1292,G27005300219002,2010-2014,Minnesota,2,15000US270530219002,0,0,0,0,0,0,12,0,0
1293,G27005300219003,2010-2014,Minnesota,3,15000US270530219003,11,0,0,0,0,0,0,11,0
1294,G27005300220001,2010-2014,Minnesota,1,15000US270530220001,7,0,0,0,0,0,0,7,0
1295,G27005300220002,2010-2014,Minnesota,2,15000US270530220002,0,0,0,0,0,0,0,0,0
1296,G27005300221011,2010-2014,Minnesota,1,15000US270530221011,12,5,0,0,0,25,0,12,0
1297,G27005300221012,2010-2014,Minnesota,2,15000US270530221012,0,0,0,0,0,0,0,0,0
1298,G27005300221021,2010-2014,Minnesota,1,15000US270530221021,0,0,0,0,0,0,0,0,0
1299,G27005300221022,2010-2014,Minnesota,2,15000US270530221022,0,0,0,0,0,0,0,0,0
1300,G27005300222001,2010-2014,Minnesota,1,15000US270530222001,0,0,0,0,0,0,0,0,0
1301,G27005300222002,2010-2014,Minnesota,2,15000US270530222002,0,0,0,0,0,0,0,0,0
1302,G27005300222003,2010-2014,Minnesota,3,15000US270530222003,9,0,0,0,0,0,0,9,0
1303,G27005300222004,2010-2014,Minnesota,4,15000US270530222004,32,0,0,0,0,0,0,32,0
1304,G27005300223011,2010-2014,Minnesota,1,15000US270530223011,0,0,0,0,0,0,0,0,0
1305,G27005300223012,2010-2014,Minnesota,2,15000US270530223012,0,0,0,0,0,0,0,0,0
1306,G27005300223021,2010-2014,Minnesota,1,15000US270530223021,0,48,0,0,0,0,0,0,0
1307,G27005300223022,2010-2014,Minnesota,2,15000US270530223022,0,0,0,0,0,0,0,0,0
1308,G27005300223023,2010-2014,Minnesota,3,15000US270530223023,0,0,0,0,0,0,0,0,0
1309,G27005300224001,2010-2014,Minnesota,1,15000US270530224001,0,0,0,0,0,0,0,0,0
1310,G27005300224002,2010-2014,Minnesota,2,15000US270530224002,9,0,0,0,0,0,0,9,0
1311,G27005300224003,2010-2014,Minnesota,3,15000US270530224003,0,0,0,0,0,0,0,0,0
1312,G27005300224004,2010-2014,Minnesota,4,15000US270530224004,0,19,0,0,0,0,9,0,0
1313,G27005300227001,2010-2014,Minnesota,1,15000US270530227001,40,0,0,0,0,0,0,0,40
1314,G27005300227002,2010-2014,Minnesota,2,15000US270530227002,26,10,0,0,0,0,0,26,0
1315,G27005300227003,2010-2014,Minnesota,3,15000US270530227003,0,0,0,0,0,0,25,0,0
1316,G27005300228011,2010-2014,Minnesota,1,15000US270530228011,5,0,0,0,0,0,0,5,0
1317,G27005300228012,2010-2014,Minnesota,2,15000US270530228012,11,0,5,0,0,0,0,11,5
1318,G27005300228021,2010-2014,Minnesota,1,15000US270530228021,0,0,0,0,0,0,0,0,0
1319,G27005300228022,2010-2014,Minnesota,2,15000US270530228022,37,0,0,0,0,0,0,37,0
1320,G27005300229011,2010-2014,Minnesota,1,15000US270530229011,0,0,0,0,0,0,0,0,0
1321,G27005300229012,2010-2014,Minnesota,2,15000US270530229012,12,0,0,0,0,0,0,12,0
1322,G27005300229013,2010-2014,Minnesota,3,15000US270530229013,0,12,0,0,0,0,0,0,0
1323,G27005300229014,2010-2014,Minnesota,4,15000US270530229014,10,0,0,0,0,0,0,10,0
1324,G27005300229021,2010-2014,Minnesota,1,15000US270530229021,12,0,0,0,0,0,0,12,0
1325,G27005300229022,2010-2014,Minnesota,2,15000US270530229022,8,0,0,0,0,0,0,8,0
1326,G27005300230001,2010-2014,Minnesota,1,15000US270530230001,11,0,0,0,0,0,22,11,0
1327,G27005300230002,2010-2014,Minnesota,2,15000US270530230002,0,0,0,0,0,0,41,0,0
1328,G27005300230003,2010-2014,Minnesota,3,15000US270530230003,20,0,0,0,0,0,0,20,0
1329,G27005300231001,2010-2014,Minnesota,1,15000US270530231001,18,0,0,0,0,0,0,18,0
1330,G27005300231002,2010-2014,Minnesota,2,15000US270530231002,19,0,0,0,0,0,7,19,0
1331,G27005300232001,2010-2014,Minnesota,1,15000US270530232001,0,0,0,0,0,0,0,0,0
1332,G27005300232002,2010-2014,Minnesota,2,15000US270530232002,0,0,0,0,0,0,0,0,0
1333,G27005300232003,2010-2014,Minnesota,3,15000US270530232003,0,0,0,0,0,0,0,0,0
1334,G27005300232004,2010-2014,Minnesota,4,15000US270530232004,0,0,0,50,0,0,0,0,0
1335,G27005300232005,2010-2014,Minnesota,5,15000US270530232005,0,0,0,0,0,0,0,0,0
1336,G27005300233001,2010-2014,Minnesota,1,15000US270530233001,7,0,0,0,0,0,0,7,0
1337,G27005300233002,2010-2014,Minnesota,2,15000US270530233002,0,0,12,0,0,29,0,0,29
1338,G27005300233003,2010-2014,Minnesota,3,15000US270530233003,0,0,0,0,0,0,0,0,0
1339,G27005300233004,2010-2014,Minnesota,4,15000US270530233004,19,0,0,0,0,0,0,19,0
1340,G27005300234001,2010-2014,Minnesota,1,15000US270530234001,0,0,0,0,0,0,0,0,0
1341,G27005300234002,2010-2014,Minnesota,2,15000US270530234002,0,0,0,1,0,0,0,0,0
1342,G27005300234003,2010-2014,Minnesota,3,15000US270530234003,0,0,0,0,0,0,0,0,0
1343,G27005300234004,2010-2014,Minnesota,4,15000US270530234004,0,0,0,0,0,0,0,0,0
1344,G27005300234005,2010-2014,Minnesota,5,15000US270530234005,41,0,0,0,0,0,0,41,0
1345,G27005300235011,2010-2014,Minnesota,1,15000US270530235011,11,0,0,0,0,0,0,11,0
1346,G27005300235012,2010-2014,Minnesota,2,15000US270530235012,6,0,0,0,0,0,0,6,0
1347,G27005300235013,2010-2014,Minnesota,3,15000US270530235013,7,0,0,0,0,0,0,7,0
1348,G27005300235021,2010-2014,Minnesota,1,15000US270530235021,0,0,0,0,0,0,0,0,0
1349,G27005300235022,2010-2014,Minnesota,2,15000US270530235022,0,0,0,0,0,0,0,0,0
1350,G27005300235023,2010-2014,Minnesota,3,15000US270530235023,0,0,0,0,0,0,0,0,0
1351,G27005300235024,2010-2014,Minnesota,4,15000US270530235024,0,0,0,0,0,0,0,0,0
1352,G27005300235025,2010-2014,Minnesota,5,15000US270530235025,0,0,0,0,0,0,0,0,0
1353,G27005300236001,2010-2014,Minnesota,1,15000US270530236001,0,0,0,0,0,0,0,0,0
1354,G27005300236002,2010-2014,Minnesota,2,15000US270530236002,23,0,0,0,0,0,0,23,0
1355,G27005300236003,2010-2014,Minnesota,3,15000US270530236003,42,0,0,0,0,0,0,42,0
1356,G27005300237001,2010-2014,Minnesota,1,15000US270530237001,18,0,0,0,0,0,6,18,0
1357,G27005300237002,2010-2014,Minnesota,2,15000US270530237002,4,0,0,0,0,0,0,4,0
1358,G27005300237003,2010-2014,Minnesota,3,15000US270530237003,20,0,0,0,0,0,0,20,0
1359,G27005300237004,2010-2014,Minnesota,4,15000US270530237004,27,0,0,11,0,0,9,27,0
1360,G27005300238011,2010-2014,Minnesota,1,15000US270530238011,7,0,0,4,0,0,0,7,0
1361,G27005300238012,2010-2014,Minnesota,2,15000US270530238012,4,0,0,13,0,0,0,0,4
1362,G27005300238013,2010-2014,Minnesota,3,15000US270530238013,17,0,0,0,0,0,0,17,0
1363,G27005300238014,2010-2014,Minnesota,4,15000US270530238014,3,0,0,8,0,0,0,3,0
1364,G27005300238015,2010-2014,Minnesota,5,15000US270530238015,8,0,0,0,0,0,0,8,0
1365,G27005300238021,2010-2014,Minnesota,1,15000US270530238021,44,0,0,0,0,0,0,44,0
1366,G27005300238022,2010-2014,Minnesota,2,15000US270530238022,0,0,0,0,0,0,0,0,0
1367,G27005300238023,2010-2014,Minnesota,3,15000US270530238023,0,0,0,0,0,0,0,0,0
1368,G27005300239011,2010-2014,Minnesota,1,15000US270530239011,19,0,0,0,0,0,0,9,10
1369,G27005300239012,2010-2014,Minnesota,2,15000US270530239012,10,0,0,0,0,0,0,10,0
1370,G27005300239013,2010-2014,Minnesota,3,15000US270530239013,43,0,0,0,0,0,0,37,6
1371,G27005300239021,2010-2014,Minnesota,1,15000US270530239021,0,0,0,0,0,0,0,0,0
1372,G27005300239022,2010-2014,Minnesota,2,15000US270530239022,23,0,0,0,0,0,0,23,0
1373,G27005300239031,2010-2014,Minnesota,1,15000US270530239031,0,0,0,0,0,0,0,0,0
1374,G27005300239032,2010-2014,Minnesota,2,15000US270530239032,0,0,0,0,0,0,0,0,0
1375,G27005300239033,2010-2014,Minnesota,3,15000US270530239033,0,10,0,12,0,0,0,0,0
1376,G27005300240031,2010-2014,Minnesota,1,15000US270530240031,12,0,0,0,0,0,0,12,0
1377,G27005300240032,2010-2014,Minnesota,2,15000US270530240032,0,0,0,19,0,0,0,0,0
1378,G27005300240033,2010-2014,Minnesota,3,15000US270530240033,20,0,0,0,0,0,0,20,0
1379,G27005300240041,2010-2014,Minnesota,1,15000US270530240041,0,0,0,0,0,0,0,0,0
1380,G27005300240042,2010-2014,Minnesota,2,15000US270530240042,0,0,0,0,0,0,0,0,0
1381,G27005300240043,2010-2014,Minnesota,3,15000US270530240043,0,0,0,0,0,0,0,0,0
1382,G27005300240051,2010-2014,Minnesota,1,15000US270530240051,0,0,0,0,0,0,0,0,0
1383,G27005300240052,2010-2014,Minnesota,2,15000US270530240052,0,0,0,0,0,0,7,0,0
1384,G27005300240061,2010-2014,Minnesota,1,15000US270530240061,43,0,0,6,0,0,0,43,0
1385,G27005300240062,2010-2014,Minnesota,2,15000US270530240062,0,0,0,0,0,0,0,0,0
1386,G27005300241001,2010-2014,Minnesota,1,15000US270530241001,0,0,0,0,0,0,0,0,0
1387,G27005300241002,2010-2014,Minnesota,2,15000US270530241002,0,0,0,0,0,0,0,0,0
1388,G27005300241003,2010-2014,Minnesota,3,15000US270530241003,5,0,0,0,0,20,8,5,20
1389,G27005300242001,2010-2014,Minnesota,1,15000US270530242001,9,0,0,0,0,0,0,9,0
1390,G27005300242002,2010-2014,Minnesota,2,15000US270530242002,5,0,0,0,0,0,0,5,0
1391,G27005300242003,2010-2014,Minnesota,3,15000US270530242003,5,0,0,0,0,0,0,5,0
1392,G27005300243001,2010-2014,Minnesota,1,15000US270530243001,7,0,0,0,0,0,0,7,0
1393,G27005300243002,2010-2014,Minnesota,2,15000US270530243002,0,0,0,0,0,0,0,0,0
1394,G27005300243003,2010-2014,Minnesota,3,15000US270530243003,0,0,0,0,0,0,0,0,0
1395,G27005300243004,2010-2014,Minnesota,4,15000US270530243004,14,0,0,0,0,0,0,0,14
1396,G27005300244001,2010-2014,Minnesota,1,15000US270530244001,66,33,0,0,0,0,0,21,45
1397,G27005300244002,2010-2014,Minnesota,2,15000US270530244002,0,0,0,0,0,0,0,0,0
1398,G27005300245001,2010-2014,Minnesota,1,15000US270530245001,21,0,0,0,0,0,0,21,0
1399,G27005300245002,2010-2014,Minnesota,2,15000US270530245002,12,0,0,0,0,0,0,12,0
1400,G27005300245003,2010-2014,Minnesota,3,15000US270530245003,0,0,0,0,0,0,0,0,0
1401,G27005300246001,2010-2014,Minnesota,1,15000US270530246001,0,0,0,0,0,0,20,0,0
1402,G27005300246002,2010-2014,Minnesota,2,15000US270530246002,0,0,0,0,0,0,0,0,0
1403,G27005300246003,2010-2014,Minnesota,3,15000US270530246003,0,0,0,0,0,0,0,0,0
1404,G27005300247001,2010-2014,Minnesota,1,15000US270530247001,0,0,0,0,0,0,0,0,0
1405,G27005300247002,2010-2014,Minnesota,2,15000US270530247002,18,0,8,0,0,0,0,18,0
1406,G27005300247003,2010-2014,Minnesota,3,15000US270530247003,7,9,0,0,0,6,0,7,6
1407,G27005300248011,2010-2014,Minnesota,1,15000US270530248011,0,0,0,0,0,0,0,0,0
1408,G27005300248012,2010-2014,Minnesota,2,15000US270530248012,6,12,0,0,0,0,0,6,0
1409,G27005300248021,2010-2014,Minnesota,1,15000US270530248021,6,0,0,0,0,0,10,6,0
