,gisjoin,year,state,blkgrpa,geoid,white_g3,black_g3,native_g3,asian_g3,hawaiianpacific_g3,other_g3,multiracial_g3,white_nhl_g3,hispanic_latino_g3
283,G27000704501004,2010-2014,Minnesota,4,15000US270074501004,20,0,4,3,0,0,0,20,0
284,G27000704501005,2010-2014,Minnesota,5,15000US270074501005,11,0,0,0,0,0,0,11,0
285,G27000704502001,2010-2014,Minnesota,1,15000US270074502001,26,0,0,0,0,0,0,26,0
286,G27000704502002,2010-2014,Minnesota,2,15000US270074502002,2,0,0,0,0,0,0,2,0
287,G27000704502003,2010-2014,Minnesota,3,15000US270074502003,57,0,3,0,0,0,0,57,0
288,G27000704502004,2010-2014,Minnesota,4,15000US270074502004,26,0,0,0,0,0,0,26,0
289,G27000704503001,2010-2014,Minnesota,1,15000US270074503001,21,0,0,0,0,0,0,21,0
290,G27000704503002,2010-2014,Minnesota,2,15000US270074503002,12,0,0,0,0,0,0,12,0
291,G27000704503003,2010-2014,Minnesota,3,15000US270074503003,9,0,0,0,0,0,0,9,0
292,G27000704503004,2010-2014,Minnesota,4,15000US270074503004,13,0,0,0,0,0,0,13,0
293,G27000704504001,2010-2014,Minnesota,1,15000US270074504001,8,0,2,0,0,0,0,8,0
294,G27000704504002,2010-2014,Minnesota,2,15000US270074504002,16,0,0,0,0,0,0,16,0
295,G27000704504003,2010-2014,Minnesota,3,15000US270074504003,14,0,0,0,0,4,0,14,4
296,G27000704505001,2010-2014,Minnesota,1,15000US270074505001,17,0,0,0,0,0,0,17,0
297,G27000704505002,2010-2014,Minnesota,2,15000US270074505002,1,0,0,0,0,0,0,1,0
298,G27000704506001,2010-2014,Minnesota,1,15000US270074506001,0,0,0,0,0,0,0,0,0
299,G27000704506002,2010-2014,Minnesota,2,15000US270074506002,0,0,0,0,0,0,0,0,0
300,G27000704506003,2010-2014,Minnesota,3,15000US270074506003,0,0,0,0,0,0,0,0,0
301,G27000704506004,2010-2014,Minnesota,4,15000US270074506004,0,0,0,0,0,0,0,0,0
302,G27000704506005,2010-2014,Minnesota,5,15000US270074506005,0,0,0,0,0,0,0,0,0
303,G27000704507011,2010-2014,Minnesota,1,15000US270074507011,21,0,0,0,0,0,0,21,0
304,G27000704507012,2010-2014,Minnesota,2,15000US270074507012,36,0,0,0,0,0,0,36,0
305,G27000704507013,2010-2014,Minnesota,3,15000US270074507013,0,0,0,0,0,0,0,0,0
306,G27000704507021,2010-2014,Minnesota,1,15000US270074507021,10,0,0,0,0,0,0,10,0
307,G27000704507022,2010-2014,Minnesota,2,15000US270074507022,0,0,0,0,0,0,0,0,0
308,G27000704507023,2010-2014,Minnesota,3,15000US270074507023,0,0,0,0,0,0,0,0,0
309,G27000709400011,2010-2014,Minnesota,1,15000US270079400011,0,0,24,0,0,0,0,0,0
310,G27000709400012,2010-2014,Minnesota,2,15000US270079400012,0,0,31,0,0,0,0,0,0
311,G27000709400013,2010-2014,Minnesota,3,15000US270079400013,0,0,33,0,0,0,0,0,0
312,G27000709400021,2010-2014,Minnesota,1,15000US270079400021,13,0,19,0,0,0,0,13,0
313,G27000900201001,2010-2014,Minnesota,1,15000US270090201001,5,0,0,0,0,0,0,5,0
314,G27000900201002,2010-2014,Minnesota,2,15000US270090201002,30,0,0,0,0,0,0,30,0
315,G27000900201003,2010-2014,Minnesota,3,15000US270090201003,7,0,0,0,0,0,0,7,0
316,G27000900201004,2010-2014,Minnesota,4,15000US270090201004,24,0,0,0,0,0,0,24,0
317,G27000900201005,2010-2014,Minnesota,5,15000US270090201005,21,0,0,0,0,0,0,21,0
318,G27000900202021,2010-2014,Minnesota,1,15000US270090202021,22,0,0,0,0,0,0,22,0
319,G27000900202022,2010-2014,Minnesota,2,15000US270090202022,13,0,0,0,0,0,0,13,0
320,G27000900202031,2010-2014,Minnesota,1,15000US270090202031,23,0,0,0,0,0,0,23,0
321,G27000900202032,2010-2014,Minnesota,2,15000US270090202032,12,5,0,0,0,0,0,7,5
322,G27000900202051,2010-2014,Minnesota,1,15000US270090202051,13,0,0,0,0,0,0,13,0
323,G27000900202052,2010-2014,Minnesota,2,15000US270090202052,25,0,0,0,0,0,0,25,0
324,G27000900202061,2010-2014,Minnesota,1,15000US270090202061,30,0,0,0,0,0,0,30,0
325,G27000900202062,2010-2014,Minnesota,2,15000US270090202062,0,0,0,0,0,0,0,0,0
326,G27000900202063,2010-2014,Minnesota,3,15000US270090202063,3,0,0,0,0,0,0,0,3
327,G27000900203001,2010-2014,Minnesota,1,15000US270090203001,26,0,0,0,0,0,0,26,0
328,G27000900203002,2010-2014,Minnesota,2,15000US270090203002,50,0,0,0,0,0,0,29,21
329,G27000900211011,2010-2014,Minnesota,1,15000US270090211011,117,0,0,0,0,0,0,117,0
330,G27000900211012,2010-2014,Minnesota,2,15000US270090211012,30,0,0,0,0,0,0,30,0
331,G27000900211013,2010-2014,Minnesota,3,15000US270090211013,24,0,0,0,0,0,0,24,0
332,G27000900211014,2010-2014,Minnesota,4,15000US270090211014,0,0,0,0,0,0,0,0,0
333,G27000900211015,2010-2014,Minnesota,5,15000US270090211015,98,0,0,0,0,0,0,98,0
334,G27000900211021,2010-2014,Minnesota,1,15000US270090211021,15,0,0,0,0,0,0,15,0
335,G27000900211022,2010-2014,Minnesota,2,15000US270090211022,16,0,0,0,0,0,0,16,0
336,G27000900212001,2010-2014,Minnesota,1,15000US270090212001,0,0,0,0,0,0,0,0,0
337,G27000900212002,2010-2014,Minnesota,2,15000US270090212002,54,0,0,0,0,0,0,54,0
338,G27000900212003,2010-2014,Minnesota,3,15000US270090212003,0,0,0,0,0,0,0,0,0
339,G27000900212004,2010-2014,Minnesota,4,15000US270090212004,0,0,0,0,0,0,0,0,0
340,G27000900212005,2010-2014,Minnesota,5,15000US270090212005,0,0,0,0,0,0,0,0,0
341,G27001109501001,2010-2014,Minnesota,1,15000US270119501001,20,0,0,0,0,0,0,20,0
342,G27001109502001,2010-2014,Minnesota,1,15000US270119502001,2,0,0,0,0,0,0,2,0
343,G27001109502002,2010-2014,Minnesota,2,15000US270119502002,7,0,0,0,0,0,0,7,0
344,G27001109503001,2010-2014,Minnesota,1,15000US270119503001,0,0,0,0,0,0,1,0,0
345,G27001109503002,2010-2014,Minnesota,2,15000US270119503002,4,0,0,0,0,0,0,4,0
346,G27001109503003,2010-2014,Minnesota,3,15000US270119503003,3,0,0,0,0,0,0,3,0
347,G27001301701001,2010-2014,Minnesota,1,15000US270131701001,23,0,0,0,0,0,0,17,6
348,G27001301701002,2010-2014,Minnesota,2,15000US270131701002,20,0,0,0,0,0,0,20,0
349,G27001301701003,2010-2014,Minnesota,3,15000US270131701003,17,0,0,0,0,4,0,17,4
350,G27001301702001,2010-2014,Minnesota,1,15000US270131702001,20,0,0,0,0,0,0,20,0
351,G27001301702002,2010-2014,Minnesota,2,15000US270131702002,34,0,0,0,0,0,0,34,0
352,G27001301703001,2010-2014,Minnesota,1,15000US270131703001,14,0,0,0,0,0,8,14,0
353,G27001301703002,2010-2014,Minnesota,2,15000US270131703002,0,0,0,0,0,0,0,0,0
354,G27001301703003,2010-2014,Minnesota,3,15000US270131703003,0,0,0,0,0,0,0,0,0
355,G27001301704001,2010-2014,Minnesota,1,15000US270131704001,0,0,0,0,0,0,0,0,0
356,G27001301704002,2010-2014,Minnesota,2,15000US270131704002,39,0,0,0,0,0,0,39,0
357,G27001301704003,2010-2014,Minnesota,3,15000US270131704003,8,0,0,0,0,0,0,8,0
358,G27001301705001,2010-2014,Minnesota,1,15000US270131705001,0,0,0,0,0,0,0,0,0
359,G27001301705002,2010-2014,Minnesota,2,15000US270131705002,7,0,0,0,0,0,10,7,0
360,G27001301705003,2010-2014,Minnesota,3,15000US270131705003,21,0,0,0,0,0,0,21,0
361,G27001301706001,2010-2014,Minnesota,1,15000US270131706001,0,0,0,0,0,0,0,0,0
362,G27001301706002,2010-2014,Minnesota,2,15000US270131706002,13,0,0,0,0,0,0,13,0
363,G27001301706003,2010-2014,Minnesota,3,15000US270131706003,0,0,0,0,0,0,4,0,0
364,G27001301707001,2010-2014,Minnesota,1,15000US270131707001,0,0,0,0,0,0,0,0,0
365,G27001301707002,2010-2014,Minnesota,2,15000US270131707002,0,0,0,0,0,0,4,0,0
366,G27001301708001,2010-2014,Minnesota,1,15000US270131708001,5,0,0,0,0,0,0,5,0
367,G27001301708002,2010-2014,Minnesota,2,15000US270131708002,0,0,0,0,0,0,0,0,0
368,G27001301708003,2010-2014,Minnesota,3,15000US270131708003,6,0,0,12,0,0,0,6,0
369,G27001301708004,2010-2014,Minnesota,4,15000US270131708004,8,0,0,0,0,0,0,8,0
370,G27001301709001,2010-2014,Minnesota,1,15000US270131709001,8,0,0,0,0,0,0,8,0
371,G27001301709002,2010-2014,Minnesota,2,15000US270131709002,0,0,0,0,0,0,0,0,0
372,G27001301709003,2010-2014,Minnesota,3,15000US270131709003,8,0,0,0,0,0,8,8,8
373,G27001301710001,2010-2014,Minnesota,1,15000US270131710001,4,0,0,0,0,0,0,4,0
374,G27001301710002,2010-2014,Minnesota,2,15000US270131710002,34,0,0,0,0,4,2,34,4
375,G27001301710003,2010-2014,Minnesota,3,15000US270131710003,20,0,0,0,0,0,0,20,0
376,G27001301711011,2010-2014,Minnesota,1,15000US270131711011,0,0,12,0,0,0,0,0,0
377,G27001301711012,2010-2014,Minnesota,2,15000US270131711012,0,0,0,0,0,0,0,0,0
378,G27001301711013,2010-2014,Minnesota,3,15000US270131711013,0,0,0,0,0,0,0,0,0
379,G27001301712021,2010-2014,Minnesota,1,15000US270131712021,0,0,0,0,0,0,11,0,0
380,G27001301712022,2010-2014,Minnesota,2,15000US270131712022,0,0,0,0,0,0,0,0,0
381,G27001301712023,2010-2014,Minnesota,3,15000US270131712023,0,0,0,0,0,0,0,0,0
382,G27001301713001,2010-2014,Minnesota,1,15000US270131713001,24,0,0,0,0,0,0,16,8
383,G27001301713002,2010-2014,Minnesota,2,15000US270131713002,18,0,0,0,0,0,0,18,0
384,G27001301713003,2010-2014,Minnesota,3,15000US270131713003,0,0,0,0,0,0,0,0,0
385,G27001301714001,2010-2014,Minnesota,1,15000US270131714001,15,0,0,0,0,0,0,13,2
386,G27001301714002,2010-2014,Minnesota,2,15000US270131714002,29,0,0,3,0,0,0,29,0
387,G27001301714003,2010-2014,Minnesota,3,15000US270131714003,11,0,0,0,0,0,0,11,0
388,G27001301715001,2010-2014,Minnesota,1,15000US270131715001,6,0,0,0,0,0,0,4,2
389,G27001301715002,2010-2014,Minnesota,2,15000US270131715002,7,0,0,0,0,0,0,7,0
390,G27001301715003,2010-2014,Minnesota,3,15000US270131715003,3,0,0,0,0,0,0,3,0
391,G27001301716001,2010-2014,Minnesota,1,15000US270131716001,44,9,0,0,0,0,0,44,0
392,G27001509601011,2010-2014,Minnesota,1,15000US270159601011,0,0,0,0,0,0,0,0,0
393,G27001509601012,2010-2014,Minnesota,2,15000US270159601012,14,0,0,0,0,0,0,14,0
394,G27001509601021,2010-2014,Minnesota,1,15000US270159601021,5,0,0,0,0,0,0,5,0
395,G27001509602001,2010-2014,Minnesota,1,15000US270159602001,0,0,0,0,0,0,0,0,0
396,G27001509602002,2010-2014,Minnesota,2,15000US270159602002,11,0,0,0,0,0,0,11,0
397,G27001509602003,2010-2014,Minnesota,3,15000US270159602003,11,0,0,0,0,0,0,11,0
398,G27001509602004,2010-2014,Minnesota,4,15000US270159602004,0,0,0,0,0,0,0,0,0
399,G27001509603001,2010-2014,Minnesota,1,15000US270159603001,0,0,0,0,0,0,0,0,0
400,G27001509603002,2010-2014,Minnesota,2,15000US270159603002,0,0,0,0,0,0,0,0,0
401,G27001509603003,2010-2014,Minnesota,3,15000US270159603003,8,0,0,0,0,0,0,8,0
402,G27001509603004,2010-2014,Minnesota,4,15000US270159603004,0,0,0,0,0,0,0,0,0
403,G27001509604001,2010-2014,Minnesota,1,15000US270159604001,3,0,0,0,0,0,0,3,0
404,G27001509604002,2010-2014,Minnesota,2,15000US270159604002,2,0,0,0,0,0,0,2,0
405,G27001509604003,2010-2014,Minnesota,3,15000US270159604003,15,0,0,0,0,0,0,15,0
406,G27001509604004,2010-2014,Minnesota,4,15000US270159604004,6,0,0,0,0,0,0,6,0
407,G27001509605001,2010-2014,Minnesota,1,15000US270159605001,50,0,0,0,0,0,0,50,0
408,G27001509605002,2010-2014,Minnesota,2,15000US270159605002,32,0,0,0,0,0,0,20,12
409,G27001509605003,2010-2014,Minnesota,3,15000US270159605003,0,0,0,0,0,0,0,0,0
410,G27001509605004,2010-2014,Minnesota,4,15000US270159605004,10,0,0,0,0,0,0,10,0
411,G27001509606001,2010-2014,Minnesota,1,15000US270159606001,16,0,0,0,0,0,0,16,0
412,G27001509606002,2010-2014,Minnesota,2,15000US270159606002,22,0,0,0,0,0,0,20,2
413,G27001509606003,2010-2014,Minnesota,3,15000US270159606003,5,0,0,0,0,0,0,5,0
414,G27001509607001,2010-2014,Minnesota,1,15000US270159607001,13,0,0,0,0,0,0,13,0
415,G27001509607002,2010-2014,Minnesota,2,15000US270159607002,20,0,0,0,0,0,0,20,0
416,G27001509607003,2010-2014,Minnesota,3,15000US270159607003,10,0,0,0,0,0,0,10,0
417,G27001509607004,2010-2014,Minnesota,4,15000US270159607004,18,0,0,0,0,0,1,18,1
418,G27001700701001,2010-2014,Minnesota,1,15000US270170701001,52,0,0,0,0,0,0,52,0
419,G27001700701002,2010-2014,Minnesota,2,15000US270170701002,0,0,0,0,0,0,0,0,0
420,G27001700701003,2010-2014,Minnesota,3,15000US270170701003,0,0,0,0,0,0,0,0,0
421,G27001700701004,2010-2014,Minnesota,4,15000US270170701004,42,0,0,0,0,0,0,42,0
422,G27001700701005,2010-2014,Minnesota,5,15000US270170701005,0,0,0,0,0,0,0,0,0
423,G27001700702001,2010-2014,Minnesota,1,15000US270170702001,6,0,0,0,0,0,4,6,4
424,G27001700702002,2010-2014,Minnesota,2,15000US270170702002,10,0,0,0,0,0,0,10,0
425,G27001700702003,2010-2014,Minnesota,3,15000US270170702003,33,0,0,0,0,0,0,33,0
426,G27001700702004,2010-2014,Minnesota,4,15000US270170702004,10,0,0,0,0,0,0,10,0
427,G27001700703001,2010-2014,Minnesota,1,15000US270170703001,0,0,0,0,0,0,0,0,0
428,G27001700703002,2010-2014,Minnesota,2,15000US270170703002,44,5,0,0,0,0,0,44,0
429,G27001700703003,2010-2014,Minnesota,3,15000US270170703003,34,0,0,0,0,0,0,34,0
430,G27001700704001,2010-2014,Minnesota,1,15000US270170704001,11,0,0,0,0,0,0,11,0
431,G27001700704002,2010-2014,Minnesota,2,15000US270170704002,17,5,0,0,0,0,0,15,2
432,G27001700704003,2010-2014,Minnesota,3,15000US270170704003,22,2,0,0,0,0,0,22,0
433,G27001700704004,2010-2014,Minnesota,4,15000US270170704004,7,0,3,0,0,0,3,7,2
434,G27001700704005,2010-2014,Minnesota,5,15000US270170704005,19,0,0,0,0,0,2,19,0
435,G27001700705001,2010-2014,Minnesota,1,15000US270170705001,18,0,0,3,0,0,0,18,3
436,G27001700705002,2010-2014,Minnesota,2,15000US270170705002,23,0,0,0,0,0,0,23,0
437,G27001700705003,2010-2014,Minnesota,3,15000US270170705003,20,0,0,0,0,0,0,20,0
438,G27001700705004,2010-2014,Minnesota,4,15000US270170705004,13,0,0,0,0,0,0,13,0
439,G27001700705005,2010-2014,Minnesota,5,15000US270170705005,9,0,0,0,0,0,0,9,0
440,G27001700706001,2010-2014,Minnesota,1,15000US270170706001,12,0,0,0,0,0,0,12,0
441,G27001700706002,2010-2014,Minnesota,2,15000US270170706002,5,0,0,0,0,0,0,5,0
442,G27001700706003,2010-2014,Minnesota,3,15000US270170706003,6,0,0,0,0,0,0,6,0
443,G27001700706004,2010-2014,Minnesota,4,15000US270170706004,20,0,0,0,0,0,0,20,0
444,G27001709400001,2010-2014,Minnesota,1,15000US270179400001,3,0,16,0,0,0,0,3,0
445,G27001709400002,2010-2014,Minnesota,2,15000US270179400002,11,0,0,0,0,0,2,11,0
446,G27001709400003,2010-2014,Minnesota,3,15000US270179400003,0,0,2,0,0,0,0,0,0
447,G27001900901001,2010-2014,Minnesota,1,15000US270190901001,78,0,0,9,0,0,0,78,0
448,G27001900901002,2010-2014,Minnesota,2,15000US270190901002,25,0,0,0,0,0,0,25,0
449,G27001900901003,2010-2014,Minnesota,3,15000US270190901003,0,0,0,0,0,0,0,0,0
450,G27001900901004,2010-2014,Minnesota,4,15000US270190901004,5,0,0,0,0,0,0,5,0
451,G27001900902001,2010-2014,Minnesota,1,15000US270190902001,11,0,0,0,0,0,0,11,0
452,G27001900902002,2010-2014,Minnesota,2,15000US270190902002,18,0,0,0,0,0,0,16,2
453,G27001900903011,2010-2014,Minnesota,1,15000US270190903011,57,0,0,0,0,0,0,57,0
454,G27001900903012,2010-2014,Minnesota,2,15000US270190903012,16,0,0,0,0,0,0,16,0
455,G27001900903013,2010-2014,Minnesota,3,15000US270190903013,62,0,0,0,0,0,0,62,0
456,G27001900903021,2010-2014,Minnesota,1,15000US270190903021,116,0,0,0,0,0,56,116,0
457,G27001900904011,2010-2014,Minnesota,1,15000US270190904011,7,0,0,0,0,0,0,7,0
458,G27001900904012,2010-2014,Minnesota,2,15000US270190904012,60,0,0,0,0,0,0,60,0
459,G27001900904021,2010-2014,Minnesota,1,15000US270190904021,17,0,0,0,0,0,0,17,0
460,G27001900904022,2010-2014,Minnesota,2,15000US270190904022,156,0,0,0,0,0,0,156,0
461,G27001900905011,2010-2014,Minnesota,1,15000US270190905011,56,0,0,0,0,0,0,56,0
462,G27001900905021,2010-2014,Minnesota,1,15000US270190905021,54,0,0,12,0,0,18,54,18
463,G27001900905031,2010-2014,Minnesota,1,15000US270190905031,16,0,0,0,0,0,0,16,0
464,G27001900905032,2010-2014,Minnesota,2,15000US270190905032,26,12,0,8,0,0,0,26,0
465,G27001900906011,2010-2014,Minnesota,1,15000US270190906011,11,0,0,0,0,0,0,11,0
466,G27001900906012,2010-2014,Minnesota,2,15000US270190906012,57,0,0,0,0,0,0,57,0
467,G27001900906021,2010-2014,Minnesota,1,15000US270190906021,12,0,0,25,0,0,0,12,0
468,G27001900906022,2010-2014,Minnesota,2,15000US270190906022,59,0,0,0,0,0,0,59,0
469,G27001900907011,2010-2014,Minnesota,1,15000US270190907011,34,0,0,0,0,0,0,34,0
470,G27001900907012,2010-2014,Minnesota,2,15000US270190907012,18,0,0,0,0,0,0,18,0
471,G27001900907013,2010-2014,Minnesota,3,15000US270190907013,7,0,0,0,0,0,0,7,0
472,G27001900907021,2010-2014,Minnesota,1,15000US270190907021,18,0,0,9,0,0,0,12,6
473,G27001900907022,2010-2014,Minnesota,2,15000US270190907022,4,0,0,0,0,0,5,4,0
474,G27001900908001,2010-2014,Minnesota,1,15000US270190908001,14,0,0,0,0,0,0,14,0
475,G27001900908002,2010-2014,Minnesota,2,15000US270190908002,0,0,0,0,0,0,0,0,0
476,G27001900908003,2010-2014,Minnesota,3,15000US270190908003,36,0,0,0,0,0,0,36,0
477,G27001900908004,2010-2014,Minnesota,4,15000US270190908004,59,0,0,0,0,0,0,59,0
478,G27001900908005,2010-2014,Minnesota,5,15000US270190908005,72,0,0,0,0,0,0,58,14
479,G27001900909001,2010-2014,Minnesota,1,15000US270190909001,23,0,0,0,0,0,0,23,0
480,G27001900909002,2010-2014,Minnesota,2,15000US270190909002,16,0,0,0,0,0,0,16,0
481,G27001900909003,2010-2014,Minnesota,3,15000US270190909003,0,0,0,0,0,0,0,0,0
482,G27001900909004,2010-2014,Minnesota,4,15000US270190909004,25,0,0,0,0,0,0,25,0
483,G27001900910001,2010-2014,Minnesota,1,15000US270190910001,0,0,0,0,0,0,0,0,0
484,G27001900910002,2010-2014,Minnesota,2,15000US270190910002,0,0,0,0,0,96,0,0,96
485,G27001900910003,2010-2014,Minnesota,3,15000US270190910003,54,0,0,0,0,0,0,54,0
486,G27001900910004,2010-2014,Minnesota,4,15000US270190910004,182,0,0,0,0,0,0,182,0
487,G27001900911001,2010-2014,Minnesota,1,15000US270190911001,27,0,0,0,0,0,77,27,0
488,G27001900911002,2010-2014,Minnesota,2,15000US270190911002,17,0,0,0,0,0,0,17,0
489,G27001900912011,2010-2014,Minnesota,1,15000US270190912011,37,0,0,0,0,0,0,30,7
490,G27001900912012,2010-2014,Minnesota,2,15000US270190912012,29,0,0,0,0,0,0,29,0
491,G27001900912021,2010-2014,Minnesota,1,15000US270190912021,4,0,0,0,0,0,0,4,0
492,G27001900912022,2010-2014,Minnesota,2,15000US270190912022,25,0,0,0,0,0,3,25,0
493,G27002109400011,2010-2014,Minnesota,1,15000US270219400011,13,0,5,0,0,0,2,13,0
494,G27002109400012,2010-2014,Minnesota,2,15000US270219400012,0,0,9,0,0,0,0,0,0
495,G27002109400013,2010-2014,Minnesota,3,15000US270219400013,5,0,0,0,0,0,0,5,0
496,G27002109400014,2010-2014,Minnesota,4,15000US270219400014,4,0,0,0,0,0,0,4,0
497,G27002109400021,2010-2014,Minnesota,1,15000US270219400021,2,0,7,0,0,0,0,2,0
498,G27002109400022,2010-2014,Minnesota,2,15000US270219400022,0,0,7,0,0,0,12,0,0
499,G27002109400023,2010-2014,Minnesota,3,15000US270219400023,0,0,14,0,0,4,0,0,4
500,G27002109601001,2010-2014,Minnesota,1,15000US270219601001,3,0,2,0,0,0,2,3,0
501,G27002109601002,2010-2014,Minnesota,2,15000US270219601002,9,0,0,0,0,0,0,9,0
502,G27002109602001,2010-2014,Minnesota,1,15000US270219602001,0,0,0,0,0,0,0,0,0
503,G27002109602002,2010-2014,Minnesota,2,15000US270219602002,6,0,14,0,0,0,24,6,0
504,G27002109602003,2010-2014,Minnesota,3,15000US270219602003,2,0,0,0,0,0,0,2,0
505,G27002109603011,2010-2014,Minnesota,1,15000US270219603011,0,0,0,0,0,0,0,0,0
506,G27002109603012,2010-2014,Minnesota,2,15000US270219603012,2,0,0,0,0,0,0,2,0
507,G27002109603021,2010-2014,Minnesota,1,15000US270219603021,0,0,0,0,0,0,0,0,0
508,G27002109603022,2010-2014,Minnesota,2,15000US270219603022,6,0,0,0,0,0,0,6,0
509,G27002109606001,2010-2014,Minnesota,1,15000US270219606001,10,0,0,0,0,0,0,10,0
510,G27002109606002,2010-2014,Minnesota,2,15000US270219606002,9,0,0,0,0,0,11,9,0
511,G27002109606003,2010-2014,Minnesota,3,15000US270219606003,13,0,0,0,0,0,0,13,0
512,G27002109607001,2010-2014,Minnesota,1,15000US270219607001,4,0,0,0,0,0,0,4,0
513,G27002109607002,2010-2014,Minnesota,2,15000US270219607002,9,0,0,0,0,0,0,9,0
514,G27002109607003,2010-2014,Minnesota,3,15000US270219607003,17,0,0,0,0,0,0,17,0
515,G27002109607004,2010-2014,Minnesota,4,15000US270219607004,3,0,0,0,0,0,0,3,0
516,G27002109608011,2010-2014,Minnesota,1,15000US270219608011,28,0,0,0,0,0,0,28,0
517,G27002109608012,2010-2014,Minnesota,2,15000US270219608012,33,0,0,0,0,0,0,33,0
518,G27002109608021,2010-2014,Minnesota,1,15000US270219608021,21,0,0,0,0,0,0,8,13
519,G27002109608022,2010-2014,Minnesota,2,15000US270219608022,48,0,0,0,0,0,0,48,0
520,G27002109608023,2010-2014,Minnesota,3,15000US270219608023,8,0,0,0,0,0,0,4,4
521,G27002309503001,2010-2014,Minnesota,1,15000US270239503001,9,0,0,0,0,10,0,9,10
522,G27002309504001,2010-2014,Minnesota,1,15000US270239504001,15,0,0,0,0,0,0,15,0
523,G27002309504002,2010-2014,Minnesota,2,15000US270239504002,13,0,0,0,0,0,0,13,0
524,G27002309504003,2010-2014,Minnesota,3,15000US270239504003,6,0,0,0,0,0,0,4,2
525,G27002309505001,2010-2014,Minnesota,1,15000US270239505001,8,0,0,0,0,0,0,8,0
526,G27002309505002,2010-2014,Minnesota,2,15000US270239505002,6,0,0,0,2,2,0,6,2
527,G27002309506001,2010-2014,Minnesota,1,15000US270239506001,45,0,0,0,0,0,0,45,0
528,G27002309506002,2010-2014,Minnesota,2,15000US270239506002,1,0,0,0,0,0,0,1,0
529,G27002309506003,2010-2014,Minnesota,3,15000US270239506003,1,0,0,0,0,0,0,1,0
530,G27002309506004,2010-2014,Minnesota,4,15000US270239506004,0,0,0,0,0,0,0,0,0
531,G27002309506005,2010-2014,Minnesota,5,15000US270239506005,0,0,0,0,0,0,0,0,0
532,G27002309506006,2010-2014,Minnesota,6,15000US270239506006,11,0,0,0,0,0,0,11,0
533,G27002501101001,2010-2014,Minnesota,1,15000US270251101001,12,0,0,0,0,0,0,12,0
534,G27002501101002,2010-2014,Minnesota,2,15000US270251101002,9,0,0,0,0,0,0,9,0
535,G27002501101003,2010-2014,Minnesota,3,15000US270251101003,7,0,0,0,0,0,0,7,0
536,G27002501102001,2010-2014,Minnesota,1,15000US270251102001,23,0,0,0,0,0,0,23,0
537,G27002501102002,2010-2014,Minnesota,2,15000US270251102002,10,0,0,0,0,0,0,10,0
538,G27002501102003,2010-2014,Minnesota,3,15000US270251102003,25,0,0,0,0,0,0,25,0
539,G27002501102004,2010-2014,Minnesota,4,15000US270251102004,22,0,0,0,0,0,0,22,0
540,G27002501103011,2010-2014,Minnesota,1,15000US270251103011,0,0,0,0,0,0,0,0,0
541,G27002501103012,2010-2014,Minnesota,2,15000US270251103012,0,0,0,0,0,0,0,0,0
542,G27002501103013,2010-2014,Minnesota,3,15000US270251103013,4,0,0,0,0,0,0,4,0
543,G27002501103014,2010-2014,Minnesota,4,15000US270251103014,10,0,0,0,0,0,0,10,0
544,G27002501103021,2010-2014,Minnesota,1,15000US270251103021,100,0,0,0,0,0,0,100,0
545,G27002501103022,2010-2014,Minnesota,2,15000US270251103022,12,0,0,0,0,0,0,12,0
546,G27002501103023,2010-2014,Minnesota,3,15000US270251103023,46,0,0,0,0,0,0,46,0
547,G27002501104011,2010-2014,Minnesota,1,15000US270251104011,0,0,0,0,0,0,0,0,0
548,G27002501104012,2010-2014,Minnesota,2,15000US270251104012,70,0,0,0,0,0,0,70,0
549,G27002501104013,2010-2014,Minnesota,3,15000US270251104013,29,0,0,0,0,0,0,29,0
550,G27002501104014,2010-2014,Minnesota,4,15000US270251104014,27,0,0,0,0,0,0,27,0
551,G27002501104021,2010-2014,Minnesota,1,15000US270251104021,20,0,0,0,0,0,0,20,0
552,G27002501104022,2010-2014,Minnesota,2,15000US270251104022,38,0,0,0,0,0,0,38,0
553,G27002501105011,2010-2014,Minnesota,1,15000US270251105011,3,0,0,0,0,0,0,3,0
